Number,Gender,GivenName,Surname,TelephoneNumber,Birthday,Zodiac,Membership,BloodType,Pounds,Weight,Height,BMI
1473,male,Alfie,Wallis,085 401 4533,01-02-1990,Capricorn,01-10-2016,O+,242,110,179,34.331
1474,male,Marcus,Walkley,084 389 4981,12-29-1987,Capricorn,01-02-2019,A+,141,64.1,175,20.9306
1475,female,Olimpia,Genovese,083 472 0963,9-27-1987,Libra,01-02-2019,A+,126.7,57.6,167,20.6533
1476,female,Aloisia,Calabresi,083 650 1205,8-22-1975,Leo,01-10-2019,O-,220.9,100.4,158,40.2179
1477,male,Claudio,Greco,084 267 1792,12-02-1989,Sagittarius,01-08-2016,B+,141.2,64.2,167,23.0198
1478,male,Kazuto,Toyota,083 201 8580,8-31-1982,Virgo,01-11-2017,A+,229.7,104.4,179,32.5833
1479,female,Shigemi,Nagaoka,085 547 7686,3-15-1954,Pisces,01-08-2019,B+,193.8,88.1,163,33.1589
1480,male,Rice,Frolov,082 564 8223,3-17-1991,Pisces,01-03-2017,B+,213.6,97.1,169,33.9974
1481,female,Nanae,Kodou,084 331 4830,6-19-1955,Gemini,01-02-2020,O-,133.3,60.6,160,23.6719
1482,female,Amarachukwu,Nwoye,085 728 5310,10-26-1967,Scorpio,01-03-2016,O+,213.8,97.2,154,40.985
1483,male,Liang,Tsao,083 187 2668,2-14-1983,Aquarius,01-10-2016,B+,150.9,68.6,185,20.0438
1484,male,Cameron,Watt,085 247 8474,07-03-1958,Cancer,01-05-2016,A+,147.8,67.2,168,23.8095
1485,male,Abel,Tewolde,082 610 2098,3-13-1965,Pisces,01-09-2019,AB+,207.9,94.5,178,29.8258
1486,male,Nwokeocha,Chieloka,083 195 8214,7-28-1969,Leo,01-03-2016,B+,141.2,64.2,169,22.4782
1487,male,Jordan,Hincks,083 579 0928,11-01-1958,Scorpio,01-01-2020,O+,187.2,85.1,185,24.8649
1488,male,Yonatan,Tewolde,084 667 1193,7-23-1973,Leo,01-04-2017,O+,224.2,101.9,168,36.104
1489,male,Callan,Simpson,085 216 5109,12-16-1979,Sagittarius,01-08-2020,O+,150,68.2,183,20.3649
1490,female,Terue,Niita,083 370 2747,4-16-1975,Aries,01-02-2016,B+,137.3,62.4,173,20.8493
1491,male,Toby,Warren,084 887 1868,8-23-1992,Virgo,01-06-2018,B+,218,99.1,172,33.4978
1492,female,Beatrice,Britton,082 998 2583,1-23-1989,Aquarius,01-08-2016,A+,108.5,49.3,154,20.7877
1493,male,Madueke,Ekwueme,084 847 7234,04-09-1964,Aries,01-10-2019,B+,246,111.8,174,36.9269
1494,male,Nebay,Kifle,082 748 1969,02-07-1959,Aquarius,01-08-2016,O-,198.9,90.4,182,27.2914
1495,male,Kimihiko,Niwa,085 236 5317,4-25-1980,Taurus,01-10-2016,O+,161.5,73.4,170,25.3979
1496,male,Ethan,Hancock,083 261 1237,1-19-1993,Capricorn,01-10-2019,B-,196.2,89.2,181,27.2275
1497,female,Semira,Elias,084 887 2572,09-06-1959,Virgo,01-03-2019,A+,122.5,55.7,170,19.2734
1498,female,Leona,Forbes,082 341 4404,03-12-1961,Pisces,01-12-2020,O+,175.8,79.9,154,33.6903
1499,male,Sam,Savage,082 645 7896,08-09-1966,Leo,01-05-2018,B+,211.4,96.1,188,27.1899
1500,female,Danait,Kidane,083 398 8034,8-29-1957,Virgo,01-06-2017,O+,125.8,57.2,165,21.0101
1501,female,Lixue,T'ao,083 499 1301,3-16-1955,Pisces,01-08-2017,AB+,191.8,87.2,161,33.6407
1502,female,Ling,Shen,082 867 0618,04-12-1971,Aries,01-03-2019,O+,170.3,77.4,165,28.4298
1503,female,Ashley,Howarde,083 345 6072,12-14-1955,Sagittarius,01-07-2016,B+,121.7,55.3,154,23.3176
1504,female,Olympics,Fokina,084 464 2494,10-31-1959,Scorpio,01-07-2017,A+,146.3,66.5,168,23.5615
1505,female,Ying,L?,082 311 1664,12-27-1992,Capricorn,01-03-2016,A+,216.3,98.3,173,32.8444
1506,female,Chijindum,Nkemjika,082 280 8123,7-19-1970,Cancer,01-07-2020,A+,120.3,54.7,172,18.4897
1507,male,Samuel,Aksyonov,083 568 2015,09-08-1949,Virgo,01-08-2017,AB-,214.1,97.3,183,29.0543
1508,male,Christopher,Williamson,085 861 7296,03-11-1960,Pisces,01-07-2019,O+,188.3,85.6,167,30.6931
1509,male,Gustavo,Pirozzi,084 575 5896,03-03-1958,Pisces,01-05-2019,AB-,145,65.9,187,18.8453
1510,male,Louis,Morris,082 115 0096,01-02-1990,Capricorn,01-09-2020,B+,236.7,107.6,172,36.371
1511,female,Ruslana,Agapova,084 818 0874,12-21-1976,Sagittarius,01-12-2017,A-,217.8,99,157,40.1639
1512,male,Armaan,Smith,082 855 1556,11-13-1950,Scorpio,01-05-2016,B+,220.4,100.2,175,32.7184
1513,male,Ricky,Wright,082 114 4188,8-28-1956,Virgo,01-06-2018,O+,195.8,89,168,31.5334
1514,male,Tomochika,Hirano,085 328 2248,5-27-1955,Gemini,01-05-2020,AB+,147.8,67.2,176,21.6942
1515,male,Ikedinachukwu,Otitodilichukwu,083 198 0627,4-15-1981,Aries,01-11-2017,A+,248.8,113.1,180,34.9074
1516,female,Yan,L?,084 308 0070,6-21-1988,Cancer,01-05-2018,A+,185.9,84.5,164,31.4173
1517,female,Liberata,Udinese,084 661 3544,04-03-1952,Aries,01-06-2017,B+,130.9,59.5,154,25.0885
1518,male,Tewolde,Semere,082 636 0187,2-13-1973,Aquarius,01-01-2020,O+,184.4,83.8,171,28.6584
1519,male,Takefumi,Tokunaga,083 281 7400,01-10-1957,Capricorn,01-04-2019,A+,218,99.1,177,31.632
1520,male,Camillo,Cremonesi,085 508 7226,10-11-1984,Libra,01-04-2020,B-,232.5,105.7,172,35.7288
1521,male,Leonardo,Watt,084 700 5046,9-28-1952,Libra,01-05-2018,O+,154.4,70.2,170,24.2907
1522,male,Yuan,Ch'ien,085 260 3560,12-19-1969,Sagittarius,01-03-2016,O+,223.7,101.7,168,36.0332
1523,female,Lauren,Berrick,083 751 8154,2-28-1958,Pisces,01-12-2019,O+,132.9,60.4,164,22.4569
1524,female,Elisa,Bruno,085 931 9210,08-11-1978,Leo,01-04-2018,AB+,183.5,83.4,165,30.6336
1525,female,My,Holman,082 677 0965,11-02-1950,Scorpio,01-02-2018,B-,153.8,69.9,170,24.1869
1526,male,Toby,Taylor,085 819 0402,9-22-1961,Virgo,01-03-2020,B+,214.3,97.4,172,32.9232
1527,male,Chan,Ni,082 227 5357,10-04-1966,Libra,01-09-2019,O+,205.5,93.4,176,30.1524
1528,male,Tomochika,Miwa,085 826 8525,8-23-1962,Virgo,01-12-2020,A+,147,66.8,175,21.8122
1529,female,Bi,Y?,085 738 9114,06-01-1962,Gemini,01-02-2019,B+,202.4,92,161,35.4925
1530,male,Cameron,Burns,083 884 4149,12-08-1975,Sagittarius,01-07-2016,A-,164.1,74.6,184,22.0345
1531,female,Lan,Sung,085 679 2758,7-19-1969,Cancer,01-11-2018,O+,187.2,85.1,167,30.5138
1532,male,Amanuel,Brhane,082 900 8704,12-20-1959,Sagittarius,01-08-2019,O+,199.1,90.5,179,28.2451
1533,male,Bailey,Moran,084 837 7983,1-27-1966,Aquarius,01-05-2017,O+,169.4,77,185,22.4982
1534,female,Mandy,Labonte,082 774 6700,4-13-1959,Aries,01-03-2020,A+,170.9,77.7,166,28.1971
1535,male,Athos,Lombardi,083 320 3427,02-12-1981,Aquarius,01-11-2018,A+,143.4,65.2,173,21.7849
1536,female,Adamma,Ukaegbunam,083 162 7871,3-28-1973,Aries,01-11-2016,O+,120.8,54.9,165,20.1653
1537,female,Anastasia,Artamonova,084 284 6980,6-29-1954,Cancer,01-06-2019,O+,121,55,171,18.8092
1538,male,Declan,Grant,084 131 5174,11-11-1965,Scorpio,01-01-2018,B+,216,98.2,170,33.9792
1539,male,Timur,Andreyev,083 276 7473,1-17-1953,Capricorn,01-08-2019,AB-,138.4,62.9,172,21.2615
1540,male,Simon,Dawit,083 333 2105,10-09-1951,Libra,01-09-2018,AB-,244,110.9,170,38.3737
1541,male,Louis,Gould,084 690 7732,6-28-1974,Cancer,01-04-2020,O+,206.1,93.7,174,30.9486
1542,female,Kosisochukwu,Ndukaku,083 892 2979,08-08-1952,Leo,01-04-2016,A-,199.1,90.5,172,30.5909
1543,male,Brock,Kemp,084 758 3595,5-20-1981,Taurus,01-02-2020,O-,150.9,68.6,188,19.4092
1544,male,Berto,Genovese,083 878 8063,7-14-1982,Cancer,01-08-2018,A+,139,63.2,187,18.0732
1545,male,Hideyasu,Matsuo,084 411 0947,7-15-1983,Cancer,01-07-2017,O+,143.2,65.1,173,21.7515
1546,male,Fedot,Afanasyev,085 933 4699,3-28-1955,Aries,01-11-2019,A-,180,81.8,180,25.2469
1547,male,James,Khull,083 240 5058,11-07-1975,Scorpio,01-10-2020,B+,195.6,88.9,177,28.3763
1548,male,Shunta,Saikawa,082 454 6433,10-21-1980,Libra,01-09-2017,A+,190.5,86.6,170,29.9654
1549,male,Fabrizio,Dellucci,085 427 0099,06-11-1992,Gemini,01-05-2018,O+,133.8,60.8,177,19.4069
1550,female,Lauren,Allan,083 978 9896,4-17-1991,Aries,01-02-2020,B+,200.2,91,170,31.4879
1551,male,Thomas,Wonggu,084 329 7859,9-19-1980,Virgo,01-03-2016,B+,218.2,99.2,172,33.5316
1552,male,Fethawi,Berhane,082 425 3663,11-23-1958,Sagittarius,01-05-2016,O+,212.1,96.4,184,28.4735
1553,male,Valentine,Ponomaryov,085 543 5847,08-10-1955,Leo,01-02-2016,O+,224.6,102.1,172,34.5119
1554,male,Leo,Abdulov,082 916 0925,8-15-1980,Leo,01-04-2018,O-,141,64.1,174,21.1719
1555,male,Julius,Andrejew,082 842 7414,8-15-1955,Leo,01-02-2018,A+,202,91.8,181,28.0211
1556,male,Ciriaco,Napolitano,085 703 8630,4-14-1992,Aries,01-12-2020,O+,170.5,77.5,185,22.6443
1557,male,Chifo,Egobudike,084 668 6629,08-03-1967,Leo,01-03-2020,B+,171.2,77.8,168,27.5652
1558,male,Sebhat,Russom,085 600 4528,09-01-1991,Virgo,01-10-2017,O+,176.9,80.4,179,25.0928
1559,female,Fulgenzia,Panicucci,085 332 3303,04-07-1991,Aries,01-03-2020,O+,201.1,91.4,168,32.3838
1560,male,Sayid,Demsas,085 658 4089,04-09-1987,Aries,01-06-2019,B+,170.5,77.5,174,25.5978
1561,female,Chikaze,Ichikawa,084 697 0862,12-06-1954,Sagittarius,01-06-2018,A+,117.7,53.5,158,21.4309
1562,male,Saul,Marshall,082 311 4820,11-17-1949,Scorpio,01-02-2020,O-,170.3,77.4,178,24.4287
1563,male,Nao,Hotsuda,085 519 2540,3-20-1956,Pisces,01-11-2019,B+,161.7,73.5,186,21.2452
1564,male,Awet,Girmay,082 179 4004,2-18-1994,Aquarius,01-06-2020,A+,179.5,81.6,180,25.1852
1565,male,Spencer,Friend,084 391 3607,7-18-1966,Cancer,01-06-2016,O+,231.7,105.3,176,33.9941
1566,female,Ichiko,Nakao,084 110 7572,9-23-1972,Libra,01-06-2017,O+,177.3,80.6,156,33.1197
1567,male,Connor,Steele,084 135 2452,08-09-1979,Leo,01-02-2020,B+,155.5,70.7,186,20.4359
1568,male,Billy,Dean,085 250 4888,10-13-1956,Libra,01-05-2020,O-,169.8,77.2,182,23.3064
1569,male,Murray,Christie,082 502 5757,10-26-1978,Scorpio,01-04-2018,B-,152.5,69.3,178,21.8722
1570,female,Susanna,Schiavone,085 193 9143,04-09-1972,Aries,01-07-2016,O+,177.1,80.5,166,29.2132
1571,male,Jackson,Connah,084 906 6165,11-05-1949,Scorpio,01-06-2016,AB+,158.8,72.2,178,22.7875
1572,male,Tyson,Whittingham,082 579 0749,6-27-1961,Cancer,01-04-2019,AB+,205,93.2,187,26.6522
1573,male,Rian,Jamieson,085 627 7326,05-05-1989,Taurus,01-03-2019,O+,206.6,93.9,170,32.4913
1574,male,Semere,Samuel,083 764 3765,1-22-1957,Aquarius,01-02-2016,O+,176,80,167,28.6851
1575,male,Nikon,Lavrentiev,082 985 8554,10-11-1959,Libra,01-06-2018,O+,212.1,96.4,184,28.4735
1576,male,Daluchineke,Osonduagwuike,083 828 6472,8-31-1968,Virgo,01-06-2017,A+,179.7,81.7,171,27.9402
1577,female,Li Hua,Chang,085 831 1147,5-26-1985,Gemini,01-08-2019,AB+,157.3,71.5,168,25.333
1578,male,Lucas,Kharlamov,085 433 1458,6-20-1971,Gemini,01-04-2016,A+,188.5,85.7,181,26.1592
1579,female,Alice,Cooke,084 227 7854,03-11-1984,Pisces,01-05-2017,A+,114.6,52.1,169,18.2417
1580,female,Hanna,Shaw,082 530 1034,12-20-1975,Sagittarius,01-03-2018,A-,207.2,94.2,162,35.8939
1581,female,Natalie,Sissons,085 218 0871,11-02-1955,Scorpio,01-01-2020,O+,118.4,53.8,172,18.1855
1582,male,Takaya,Hirano,085 683 9574,6-13-1982,Gemini,01-11-2018,A+,198.9,90.4,189,25.3072
1583,female,Mhret,Hamid,085 802 6002,1-24-1985,Aquarius,01-01-2017,O+,192.9,87.7,158,35.1306
1584,male,Sebhat,Tesmi,085 702 9409,10-27-1979,Scorpio,01-08-2018,O-,195.8,89,184,26.2878
1585,male,Onyemere,Nebechukwu,084 606 7909,6-13-1994,Gemini,01-12-2018,O+,126.1,57.3,171,19.5958
1586,female,Louise,Blanc,085 114 8384,11-09-1990,Scorpio,01-09-2016,O-,141,64.1,159,25.355
1587,male,Daigo,Kichikawa,083 945 0010,2-15-1951,Aquarius,01-11-2018,A+,245.1,111.4,167,39.9441
1588,male,Uchenna,Odinakachukwu,084 313 5594,03-10-1955,Pisces,01-02-2016,O+,198.9,90.4,186,26.1302
1589,female,Adanma,Chidiegwu,084 594 6215,1-28-1970,Aquarius,01-11-2019,B+,200.6,91.2,166,33.0962
1590,female,Dai,Hsiao,083 806 8465,08-04-1965,Leo,01-01-2019,A+,117.7,53.5,161,20.6396
1591,female,Lotachukwu,Ozoemena,083 243 9828,6-18-1982,Gemini,01-01-2019,A+,158.4,72,174,23.7812
1592,male,Arsenio,Iadanza,082 213 3821,3-16-1956,Pisces,01-05-2017,A+,235.2,106.9,187,30.5699
1593,female,Yi Ze,Tsao,085 585 0865,5-29-1979,Gemini,01-06-2017,O+,154.2,70.1,159,27.7283
1594,male,Carmelo,Mazzi,082 728 1532,11-29-1953,Sagittarius,01-02-2017,O+,209.7,95.3,185,27.8451
1595,male,Darcy,Brewer,085 363 5264,12-13-1987,Sagittarius,01-10-2019,O+,222.9,101.3,177,32.3343
1596,male,Renzo,Gallo,082 334 4754,4-19-1970,Aries,01-11-2018,AB+,209,95,187,27.1669
1597,male,Robert,McCarthy,082 883 5796,3-16-1978,Pisces,01-04-2018,A+,164.3,74.7,167,26.7848
1598,female,Eleanor,Hughes,085 782 8240,9-18-1961,Virgo,01-08-2018,O+,142.6,64.8,165,23.8017
1599,male,Ivan,Isayev,085 401 8571,4-25-1966,Taurus,01-08-2016,A+,203.5,92.5,172,31.2669
1600,male,Sean,Bond,085 737 6122,10-19-1981,Libra,01-08-2017,O+,161,73.2,181,22.3436
1601,male,Dumetochukwu,Ofodile,083 393 4018,1-19-1953,Capricorn,01-12-2017,O+,216.9,98.6,165,36.2167
1602,female,Sayuri,Machida,083 742 5781,4-22-1952,Taurus,01-03-2018,O+,124.3,56.5,165,20.753
1603,female,Kae,Miura,082 434 9091,6-20-1950,Gemini,01-11-2017,O+,158.6,72.1,167,25.8525
1604,female,Xin Qian,Yin,084 351 8361,12-12-1983,Sagittarius,01-06-2020,AB+,138.4,62.9,157,25.5183
1605,male,Yaropolk,Kalinin,085 316 0593,06-07-1969,Gemini,01-08-2017,B+,187.9,85.4,181,26.0676
1606,male,Jin,Morishita,085 134 6101,5-27-1950,Gemini,01-03-2016,O+,233.9,106.3,183,31.7418
1607,female,Aiace,Pirozzi,082 860 3572,11-15-1974,Scorpio,01-06-2018,A+,133.5,60.7,167,21.7649
1608,male,Idris,Daniel,084 343 6741,9-26-1954,Libra,01-07-2019,AB+,216.5,98.4,173,32.8778
1609,female,Nwakego,Kwemto,083 891 2838,1-23-1967,Aquarius,01-07-2020,A+,207,94.1,170,32.5606
1610,male,Zachary,Byrne,085 412 0731,12-03-1977,Sagittarius,01-12-2020,B+,193.2,87.8,168,31.1083
1611,male,Jibunoh,Otutodilinna,082 971 8958,11-10-1978,Scorpio,01-04-2019,A+,167.4,76.1,187,21.7621
1612,female,Fukuko,Hatakeyama,084 755 2883,12-03-1966,Sagittarius,01-02-2017,O+,153.8,69.9,153,29.8603
1613,female,Caitlyn,Wilsmore,084 474 6751,5-15-1974,Taurus,01-06-2016,A+,207.2,94.2,167,33.7768
1614,male,Berhane,Simon,085 405 4308,06-12-1967,Gemini,01-01-2017,B+,250.8,114,169,39.9146
1615,male,Miroslav,Kozlov,082 379 3495,3-19-1955,Pisces,01-09-2019,O-,161.9,73.6,181,22.4657
1616,female,Eve,Morwood,084 950 9857,9-15-1961,Virgo,01-08-2019,B-,158.8,72.2,167,25.8883
1617,male,Eisei,Nomura,082 158 4894,6-27-1953,Cancer,01-05-2019,O+,214.5,97.5,171,33.3436
1618,female,Nwamaka,Odili,083 902 1286,01-05-1970,Capricorn,01-08-2018,O+,128.7,58.5,156,24.0385
1619,female,Erin,Anderson,082 876 8152,11-21-1967,Scorpio,01-05-2020,A+,126.9,57.7,158,23.1133
1620,male,Bailey,Bruce,083 818 6041,6-16-1972,Gemini,01-10-2017,A+,189.2,86,173,28.7347
1621,male,Kishin,Koike,083 335 2507,4-27-1980,Taurus,01-03-2017,B+,154.7,70.3,169,24.614
1622,female,Eva,Tretiakova,083 236 3570,12-10-1983,Sagittarius,01-06-2016,O+,160.8,73.1,157,29.6564
1623,female,Natalie,Voronova,084 442 0950,01-03-1956,Capricorn,01-08-2017,B+,130,59.1,171,20.2113
1624,male,Abrha,Goytiom,082 930 8648,02-07-1992,Aquarius,01-12-2019,O+,189.2,86,186,24.8584
1625,male,Kifle,Abel,085 349 2519,2-16-1967,Aquarius,01-05-2020,O-,203.3,92.4,169,32.3518
1626,male,John,Martinez,085 773 6000,04-07-1950,Aries,01-06-2017,B+,191,86.8,181,26.4949
1627,male,Cameron,Paterson,085 956 8432,4-27-1976,Taurus,01-08-2020,A-,191.6,87.1,182,26.2951
1628,male,Ivone,Pisani,082 903 4072,10-08-1976,Libra,01-09-2018,B+,214.9,97.7,178,30.8358
1629,male,Steven,Steele,083 488 1907,02-11-1951,Aquarius,01-05-2020,O+,205.9,93.6,177,29.8765
1630,male,Onwuatuegwu,Nnabuife,085 691 2184,1-29-1961,Aquarius,01-12-2020,O+,156.4,71.1,173,23.7562
1631,male,Arduino,Marino,082 675 4241,10-09-1985,Libra,01-01-2016,O+,243.3,110.6,187,31.628
1632,male,Phillip,Carter,083 451 0408,10-01-1978,Libra,01-06-2016,O+,219.8,99.9,188,28.2651
1633,male,Goytiom,Nasih,084 752 6590,10-24-1955,Scorpio,01-10-2018,A+,247.3,112.4,182,33.9331
1634,male,Christian,Kennion,085 672 9227,3-19-1990,Pisces,01-12-2017,B+,231.7,105.3,179,32.8641
1635,male,Scott,Nelson,083 200 8984,10-23-1969,Scorpio,01-04-2018,O+,192.5,87.5,182,26.4159
1636,male,Michael,Thomas,085 859 7253,4-24-1970,Taurus,01-03-2020,B+,146.5,66.6,189,18.6445
1637,female,Brooke,Blue,082 284 5041,10-18-1969,Libra,01-05-2020,A+,223.1,101.4,164,37.7008
1638,male,Jin,Ts'ui,084 838 4929,01-11-1952,Capricorn,01-04-2020,A+,153.6,69.8,170,24.1522
1639,male,Ashton,Cobb,084 243 3587,12-01-1980,Sagittarius,01-10-2016,O+,156.2,71,171,24.281
1640,female,Nona,Beason,083 402 4802,2-18-1953,Aquarius,01-01-2016,O+,129.4,58.8,165,21.5978
1641,male,Michael,Bowers,082 964 3922,10-22-1973,Libra,01-03-2018,A+,171.4,77.9,178,24.5865
1642,male,Elide,Zito,083 717 1988,04-08-1952,Aries,01-09-2020,A+,182.8,83.1,169,29.0956
1643,male,Maxim,Avdeev,082 601 1224,2-17-1966,Aquarius,01-04-2017,O+,180.4,82,178,25.8806
1644,female,Gboliwe,Onwumelu,084 717 3529,11-24-1960,Sagittarius,01-08-2019,A+,116.6,53,160,20.7031
1645,male,Shaun,Marshall,085 306 2176,9-27-1949,Libra,01-07-2019,O+,237.8,108.1,184,31.9293
1646,male,Edward,Dixson,082 121 2913,9-28-1951,Libra,01-06-2017,A+,166.5,75.7,169,26.5047
1647,female,Debbie,Youngblood,083 771 3286,8-23-1975,Virgo,01-05-2017,AB+,108,49.1,172,16.5968
1648,male,Sun,Cheng,085 916 2697,08-03-1967,Leo,01-02-2017,A+,163.7,74.4,183,22.2163
1649,female,Faye,McGregor,083 364 3762,2-24-1954,Pisces,01-10-2017,O+,177.3,80.6,153,34.4312
1650,female,Isabelle,Dean,085 832 2855,02-06-1950,Aquarius,01-12-2017,O+,150.3,68.3,165,25.0872
1651,male,Alfredino,Zetticci,083 847 5944,12-16-1977,Sagittarius,01-11-2016,O-,171.2,77.8,173,25.9949
1652,male,Cooper,Finnerty,085 439 5576,06-11-1989,Gemini,01-10-2016,B+,134.6,61.2,181,18.6807
1653,male,Ariosto,Pisani,082 937 7349,12-03-1989,Sagittarius,01-08-2020,O+,168.5,76.6,177,24.4502
1654,female,Roberta,Davis,083 824 6563,5-27-1977,Gemini,01-08-2020,O+,145.6,66.2,171,22.6394
1655,male,Miroslav,Avdeev,083 618 5181,01-09-1983,Capricorn,01-05-2019,A+,153.3,69.7,175,22.7592
1656,male,Olejuru,Onyemachukwu,084 385 2002,4-18-1979,Aries,01-11-2018,AB+,240,109.1,179,34.0501
1657,male,Kikuma,Umaba,085 847 0501,4-24-1953,Taurus,01-11-2019,O+,170.5,77.5,184,22.8911
1658,female,Luwam,Medhane,082 608 4963,6-25-1986,Cancer,01-12-2018,B+,187.4,85.2,163,32.0674
1659,female,Bianca,Busby,084 354 8031,9-16-1986,Virgo,01-01-2020,O+,132,60,161,23.1473
1660,female,Fnan,Osman,084 737 8694,02-06-1983,Aquarius,01-10-2018,O+,109.3,49.7,174,16.4156
1661,male,Namito,Ogura,084 187 1832,9-30-1966,Libra,01-02-2019,A+,218,99.1,170,34.2907
1662,male,Casimiro,Lucciano,083 798 9760,5-22-1951,Gemini,01-03-2019,O+,189.6,86.2,181,26.3118
1663,male,Aaron,Dexter,085 289 9077,4-29-1979,Taurus,01-05-2020,O+,237.4,107.9,172,36.4724
1664,female,Maci,Miller,083 926 7621,4-19-1988,Aries,01-02-2016,A+,168.5,76.6,164,28.4801
1665,female,Yerusalem,Tesfay,082 555 9082,12-24-1985,Capricorn,01-02-2016,B+,190.5,86.6,171,29.616
1666,female,Bibiana,Calabrese,082 239 9931,3-21-1969,Aries,01-05-2017,O+,222,100.9,165,37.0615
1667,male,Alex,Sokolov,083 803 5678,2-28-1967,Pisces,01-11-2018,O+,203.1,92.3,186,26.6794
1668,male,Lincoln,Christie,085 517 2054,2-25-1988,Pisces,01-11-2016,B+,228.8,104,171,35.5665
1669,male,Quirico,Trentino,083 502 0258,08-07-1979,Leo,01-12-2018,O+,218.2,99.2,190,27.4792
1670,male,Ramiro,Bulgakov,082 398 5409,7-17-1950,Cancer,01-08-2016,A+,188.1,85.5,169,29.9359
1671,female,Charlotte,Hancock,083 246 4663,6-22-1985,Cancer,01-06-2017,O+,171.8,78.1,165,28.6869
1672,female,Lidya,Demsas,082 805 1177,7-13-1963,Cancer,01-12-2020,B+,113.1,51.4,153,21.9574
1673,male,Zachary,Delany,085 495 0128,09-09-1962,Virgo,01-02-2018,A+,196.2,89.2,181,27.2275
1674,male,Ross,Gibson,083 933 1314,11-01-1954,Scorpio,01-03-2018,A+,190.5,86.6,166,31.4269
1675,male,Guang,Kuo,083 828 1562,10-03-1990,Libra,01-01-2017,A+,222.6,101.2,184,29.8913
1676,female,Semhar,Zula,085 453 4543,01-02-1981,Capricorn,01-12-2016,B+,180,81.8,157,33.1859
1677,male,Daryl,Jackson,082 523 2431,08-01-1953,Leo,01-10-2018,A+,200.9,91.3,169,31.9667
1678,male,Patrick,Russell,085 929 8318,12-14-1980,Sagittarius,01-04-2018,A+,151.1,68.7,186,19.8578
1679,male,Virginio,Russo,083 858 2945,03-08-1966,Pisces,01-06-2016,A+,157.7,71.7,185,20.9496
1680,female,Frida,Beneventi,084 728 7013,03-09-1951,Pisces,01-08-2018,A+,115.1,52.3,161,20.1767
1681,male,Henry,Hotchin,085 513 6146,10-07-1986,Libra,01-02-2020,O+,150,68.2,183,20.3649
1682,male,Ernesto,Cremonesi,084 177 4534,2-21-1985,Pisces,01-06-2019,O+,227.3,103.3,183,30.8459
1683,female,Eryn,Young,084 754 9402,7-16-1973,Cancer,01-12-2018,O+,231,105,154,44.2739
1684,female,Brooke,Harding,085 571 0061,06-01-1984,Gemini,01-03-2017,O+,153.6,69.8,170,24.1522
1685,female,Maeve,Milne,083 626 0254,10-12-1967,Libra,01-06-2020,A+,139.5,63.4,155,26.3892
1686,male,Chinwemma,Echezonachukwu,085 869 1609,5-17-1991,Taurus,01-02-2016,O+,129.1,58.7,172,19.8418
1687,male,Sean,Daglish,083 396 9153,04-07-1991,Aries,01-07-2016,A+,142.1,64.6,190,17.8947
1688,female,Alexa,Ross,083 914 0860,02-04-1991,Aquarius,01-04-2019,B-,191.4,87,164,32.3468
1689,male,Nate,Hayden,082 991 4927,9-23-1955,Libra,01-03-2018,B-,211.6,96.2,168,34.0845
1690,female,Rose,Baranova,085 237 6899,12-30-1952,Capricorn,01-01-2020,O-,163.2,74.2,155,30.8845
1691,female,Charlie,Gordon,085 673 0993,11-27-1984,Sagittarius,01-08-2018,B+,140.1,63.7,165,23.3976
1692,female,Sabine,Abramova,085 623 8797,08-07-1983,Leo,01-10-2020,O+,199.8,90.8,160,35.4688
1693,male,Nichika,Usui,084 117 0318,03-08-1975,Pisces,01-12-2020,B+,214.7,97.6,186,28.2114
1694,female,Fiyori,Samuel,084 643 1830,6-27-1983,Cancer,01-03-2016,B+,153.8,69.9,166,25.3665
1695,male,Liam,Derrick,084 576 9833,02-11-1959,Aquarius,01-08-2018,B+,239.1,108.7,181,33.1797
1696,male,Curtis,Vince,083 290 3626,4-23-1981,Taurus,01-09-2016,A+,234.3,106.5,183,31.8015
1697,male,Napoleone,Greco,084 180 1786,12-06-1952,Sagittarius,01-04-2018,O+,139.7,63.5,172,21.4643
1698,male,Leo,Frolov,084 733 5961,7-23-1957,Leo,01-08-2020,A+,200.4,91.1,174,30.0898
1699,female,Olga,Fedorova,083 534 1553,10-06-1982,Libra,01-02-2019,B+,142.3,64.7,154,27.2812
1700,male,Kaden,Kelly,084 583 0329,4-15-1969,Aries,01-01-2019,O+,206.6,93.9,168,33.2696
1701,female,Leigh,Dickson,085 920 4107,5-27-1973,Gemini,01-08-2017,B+,198.7,90.3,165,33.168
1702,male,Valentine,Volkov,083 820 7365,11-28-1992,Sagittarius,01-02-2020,AB+,159.7,72.6,170,25.1211
1703,male,Onyeorulu,Nwachukwu,084 793 4201,1-28-1965,Aquarius,01-08-2018,B+,181.7,82.6,181,25.2129
1704,female,Thekla,Tokareva,084 506 9158,3-15-1984,Pisces,01-11-2017,AB+,219.1,99.6,174,32.8973
1705,male,Jake,Henderson,084 448 2955,04-06-1980,Aries,01-12-2019,O+,172.5,78.4,189,21.9479
1706,male,Koby,Kohler,085 520 4787,12-19-1968,Sagittarius,01-05-2019,A+,209.4,95.2,167,34.1353
1707,male,Regan,Burns,085 810 0684,4-21-1979,Taurus,01-06-2020,A+,226.2,102.8,175,33.5673
